"date","open_day","close_day","high_day","low_day","volume_day"
583,371.64,374.38,377.8,369.17,16832.14647902
584,374.37,374.61,377.96,369.01,21986.41543466
585,374.75,380.55,387,373.02,37813.68773125
586,380.42,381.1,383.53,372.25,20163.37667867
587,381.16,397.17,398.2,380.58,27241.44200343
588,397.17,404.55,412.5,394.16,37217.94499527
589,404.04,406.84,408.77,395.23,25217.45448586
590,406.83,416.18,421.9,404.7,34080.7155468699
591,416.53,419.48,426.21,412,30427.37061898
592,419.7,433.23,434.99,416.3,25457.60004855
593,433.44,436.5,451.6,428.01,65955.41024908
594,436.5,441.44,443.01,433.01,21616.88158568
595,441.47,418.07,442.67,409.69,40566.70537485
596,417.62,425.25,430,415.61,23669.31711131
597,425.25,436.4,437,419.83,23578.80756223
598,436.6,425.4,438.6,422.1,20224.1403452
599,425.43,439.07,445,424.78,25687.53728021
600,439.06,434.64,442.79,427.26,24188.12630004
601,434.64,418.47,436.45,416.4,27262.97260863
602,418.99,420.09,424.34,416.45,16907.69557414
603,420.06,398.71,421.7,389,56524.87974378
604,399.41,404.91,409.5,392.01,26389.85986903
605,404.91,409.01,416,404.46,19261.49656355
606,409.03,411.91,414.5,406,14704.39723554
607,411.81,421.82,423.6,410.8,21269.3279129999
608,421.81,409.91,423,406.38,22836.14844457
609,409.91,414.9,417.99,409.02,14583.00780733
610,414.91,415.05,418.82,412.78,11782.51879702
611,415.21,418.4,419.39,413.96,9707.12967960003
612,418.5,414.13,420.6,413,12097.12941689
613,414,405.09,414.21,403.01,22218.2791822
614,405.1,408.23,413.2,404.28,10474.80063523
615,408.34,415.88,418.68,407.31,14203.28713644
616,415.85,416.52,419.72,415.7,10006.73110198
617,416.55,416.84,417.7,413.03,9250.37750113
618,416.84,417.65,419.4,413.2,8000.68256453999
619,417.47,424.09,431,417.22,29388.26266844
620,424.07,413.91,426.41,406.51,26845.53188658
621,414,531.87,533.01,408.58,13688.57483732
622,531.62,538.87,546.12,523.75,30296.04510349
623,538.84,553.32,557,532.37,28556.13735028
624,553.86,575.75,593.89,552.89,55618.8628504799
625,575.71,575.21,586.47,560.1,37574.39791849
626,575.21,585.58,588.6,564.64,28578.20984462
627,585.56,577.42,592.08,561.3,40755.59871939
628,577.4,578,585.15,570.62,27097.57616465
629,577.97,576.39,582.43,569.97,25906.44748272
630,576.39,583.93,589.56,575.82,18251.96436089
631,583.93,675.91,676,583.66,103257.06074352
632,675.9,699.45,719,651.21,137624.87165548
633,699.43,689.13,707.55,656.51,71264.29333032
634,689.12,694.9,699.4,667.89,36290.01462778
635,694.16,768.98,779,693.05,124024.45949039
636,768.71,740.45,780,702.01,100325.66468071
637,740.45,753.76,789.78,720,65708.15660529
638,754.03,759.18,775,739,29326.9348406
639,759.55,670.12,767.77,645.34,84344.5996146801
640,670.13,650,688.32,635.37,93191.00524691
641,649.64,583.13,653.6,555.56,147979.40252903
642,583.13,655.32,679.99,580,121084.65644782
643,655.2,651.01,698,640.11,60632.19570366
644,651,626.33,671.96,614.33,49866.60370164
645,626.7,643.85,655.14,616.07,44667.46925782
646,642.52,642.49,664.26,631.65,41756.31482264
647,642.48,640.06,646.13,621.58,34448.60874896
648,640.06,684.63,690.62,635.57,48007.44000079
649,685,678.32,687.98,668,34094.70901518
650,677.89,679.45,706.98,665,48621.2192313999
651,679.45,678.04,681.27,644.1,36920.15683121
652,677.74,663.28,684.44,655.3,22207.74372463
653,663.41,674.07,682.9,663.38,14681.22893999
654,674.63,619.86,682,610.1,63984.0838105
655,619.86,658.8,658.25,610.1,44499.2408981999
656,658.8,649.16,666.66,620,50310.3476444799
657,649.28,658,662.6,636.09,16472.72686199
658,658.01,647.46,658.55,643.4,11957.75062725
659,647.04,667.41,679.9,646.09,35350.88063133
660,667.41,662.57,669.14,649.89,24556.52491791
661,662.57,664.85,668.1,658.11,12646.96942544
662,664.72,667.79,669.95,659.12,11310.87099095
663,667.81,678.47,689.96,666.15,22437.7688931699
664,679.33,669.23,686.74,665,21758.03696456
665,669.22,667.04,678.59,661,15121.81664046
666,666.72,665.79,668,654.97,14471.8020845
667,665.05,653.21,667,639.41,30374.74991975
668,653.21,661.65,664,649.12,15740.10926803
669,661.69,654.83,664.41,646.22,18524.24585112
670,654.83,655,657.61,640.56,23254.55204213
671,655,657.69,662.78,650.48,12619.52783457
672,658.44,657.28,659.67,652.52,12180.68570768
673,656.9,634.12,660.49,633.66,19584.87152921
674,634.12,625,639,615.01,33761.87854042
675,624.8,605.94,627.35,595,40915.97410679
676,605.93,591.73,614.5,579,43294.0368903
677,591.62,585.24,599,585,11622.55646796
678,585.5,581.6,590.02,581,9242.48053755002
679,581.61,564.01,583.68,562.99,12188.36550421
680,564.02,575.75,579,563,9067.58078393003
681,575.62,571.75,578.75,569,9710.64245615002
682,572.12,581.42,581.75,570.82,5879.82264117001
683,581.45,587.65,589.99,580,7507.92694179002
684,587.65,580.59,590.69,580.2,9394.28856109
685,580.59,577.04,581.69,574.01,5472.16317974001
686,577.09,575.17,579,567.23,5381.42297560002
687,575.17,575.81,580.28,573.01,5748.44444914001
688,575.77,571.02,577.98,570.61,6559.15186209001
689,570.83,608.14,615,570.83,13425.91367933
690,608.1,608.85,618.65,601.83,8855.50371507
691,609.18,616.1,618.29,609.18,7498.86912481002
692,615.99,628.97,636.16,615.13,11139.97720401
693,628.96,627.96,629.65,621.24,8029.66487556
694,627.91,611.88,635,595.36,13641.76173946
695,611.86,612.16,640,608.01,9632.55207806999
696,612.16,612.08,617.93,611,9489.81230338001
697,611.25,612.13,614.22,604.96,7380.76241971002
698,612.13,609.1,616.34,608.6,6609.97673401
699,609.1,596.81,610.92,591,10029.7721386701
700,596.82,601.99,606,595.92,4305.35831163001
701,601.98,606.68,610.1,597.3,6517.95851269
702,606.68,605.68,609.46,602.01,6808.23054975001
703,605.68,611.52,616.87,575,8050.10552633
704,611.55,610.43,618,607,8115.28203816999
705,610.1,618.51,619.5,610,8327.80421675002
706,618.51,617.94,622.87,616.7,7829.85457505002
707,618.57,638.94,644,614.01,13590.70168695
708,638.62,638.45,646.86,636.38,9791.94732637002
709,638.5,637.91,645.69,636.62,11119.01743432
710,637.91,640.37,645.8,637.58,9374.30877861001
711,640.37,631.38,644,627.84,15233.7796692
712,631.28,664.03,672.2,629.49,18529.00032693
713,664.03,661.51,671.4,654.01,12267.75798281
714,661.6,678.69,685.84,652.6,16502.17092219
715,678.69,687.01,690.92,676.69,15454.56016022
716,687.01,718.54,723.92,684.52,20615.12450106
717,718.54,703.37,724,687.6,18282.9328963
718,703.38,734.37,746.55,699.7,22634.69229505
719,734.36,747.11,754.66,723.59,14558.3490621
720,746.68,707.53,753.65,676,32327.83046277
721,707.66,706.76,713.88,687.01,16261.71777525
722,706.76,706.71,721.61,700.01,9751.95505528001
723,706.71,735.2,743.06,703,22088.12493684
724,735.36,714.03,735.99,709.13,9554.33690383002
725,714.03,703.49,719.37,700.1,9195.18852650001
726,703.49,706.6,709.91,687.6,14279.9135862
727,706.61,734.02,745,705.01,18392.35058534
728,734.52,746.22,763.85,730,20683.30386431
729,746.07,749.6,759.99,734.5,13503.13936595
730,749.61,735.92,757,711.16,17378.10051895
731,735.23,752.93,753.91,730.55,13759.62785752
732,752.88,734.66,752.91,730.79,9097.39675616002
733,734.28,739.23,741.12,727.61,7674.21162654001
734,739.2,731.84,740.99,720,6417.95679723
735,732.8,733.25,734.99,722.5,6046.93379845001
736,733.25,740.24,741.5,728.68,7980.83014444001
737,740.26,754.01,756,737.56,15800.98901631
738,754.01,772.84,779.21,752.54,14109.88011192
739,772.84,765.52,773.55,755.98,7838.35994626002
740,765.52,754.98,769,744.59,12167.0899355
741,754.98,760.99,762.05,746.16,7378.07463501001
742,760.99,765.8,774.92,760.31,13612.80828678
743,765.8,767.61,777.77,761.84,9205.60139219001
744,767.62,777.87,788.87,762.89,11734.58634186
745,777.87,777.36,781.16,771.15,7146.29835004001
746,777.36,786.29,789.99,775.85,7602.59059213
747,786.26,790.5,793,784.36,7678.55534297002
748,790.5,794.4,795.5,787.75,6796.26422404001
749,794.74,836.51,838,791.99,19193.71549108
750,835.76,903.48,914,834.02,22921.85177302
751,903.6,912.01,920,881,19813.78948579
752,912.01,884.01,915.42,858.62,13427.54076349
753,884.01,903.35,920,880.01,15043.89460297
754,903.35,947.94,953,903.35,13708.67770496
755,947.75,977.23,983,947.44,20211.66770694
756,977.14,936.2,981,929.5,29301.4750570999
757,936.2,963.26,964.99,936.2,14457.22705577
758,962.5,1016.8,1018,957.62,17321.64787336
759,1016.3,1018,1035,994.1,23506.6841763
760,1019,1078.1,1079.7,1013.5,22799.38694156
761,1078.1,1089,1166,902.88,72408.7409429801
762,1087.1,893.63,1104.8,850.79,89681.3002975201
763,893.7,887.88,925.34,815,51184.8705033101
764,886.72,920.5,943.6,861,30990.26934555
765,920.53,903.56,929.1,875,28015.24421888
766,903.56,903.89,918,890.41,15296.50178721
767,903.89,787.65,923.66,760,63827.99658965
768,787.66,815.84,831.18,735,34789.80160754
769,816.03,832.97,838,775.61,28913.3761127
770,833.41,809,838.54,800.03,13484.03948107
771,809,827.56,837.97,805.03,9508.31766680002
772,828,905.82,910.77,825.05,27969.88152124
773,905.82,885.5,913.85,847.23,25427.31711691
774,885.76,893.24,908.2,883.49,14606.59153869
775,893.49,930.12,930.81,883.06,14818.25339129
776,930.13,915.74,939.9,892,23290.49866029
777,915.49,897.91,928.87,890,16273.28717238
778,897.92,892.66,927.34,884.2,18172.49927317
779,892.63,895.49,904.99,884.2,11306.79448889
780,895.28,915.05,919.88,895.26,13564.10583775
781,915.05,919.57,923.99,915.01,7931.49267406002
782,920,920,922.99,910.01,5272.29142664001
783,919.99,972.12,975.95,916.52,22805.81358778
784,972.57,979.9,989.81,960.1,12289.73787235
785,979.9,1006.8,1020.5,979.9,23874.16715472
786,1006.6,1011.9,1019.9,986.11,14151.90425121
787,1011.9,1015.5,1040,995.1,26420.142408
788,1015.4,1025.9,1029.9,999.77,12562.15874971
789,1025.3,1064.1,1070,1025.2,18447.1648196
790,1064.1,1061.9,1078,1006.5,27417.82460774
791,1061.6,958.1,1067.5,936.34,62801.4946711701
792,960.09,1000.2,1009,951.7,17847.55453893
793,1000.2,997.39,1007.6,990.3,7761.96133657003
794,997.1,995.03,1004.8,974.22,10708.07458613
795,995.02,1007.1,1019,988.6,13297.18095299
796,1008,1027.1,1030.8,1005.5,8498.82554613001
797,1027.2,1065,1067.4,1026,17888.81653451
798,1062.9,1065.7,1071.1,1052.2,10474.6991727101
799,1065.5,1063,1066,1040.1,10298.6322409
800,1063,1121,1123.3,1056,23133.18579088
801,1121.1,1124.9,1134,1101.1,20707.16044101
802,1124.8,1162.1,1170,1116.5,21877.21789023
803,1162.2,1182,1222.4,1110,53070.34515462
804,1183,1153.9,1189.9,1131.3,21056.7886526
805,1154,1189.9,1194.7,1130.7,12906.19327465
806,1189.9,1193.4,1216,1170,18670.43117883
807,1194,1203.5,1203.6,1176.6,13856.18659526
808,1203.7,1228.6,1237,1203.6,26275.70226115
809,1228.5,1289.7,1294.9,1228,32584.36381835
810,1290.7,1268.3,1291.9,1260,18176.29657137
811,1268.3,1273.8,1279,1240,16518.40404785
812,1273.8,1279.1,1287.8,1268,10933.4563999
813,1279,1240.3,1282,1185,42749.79363485
814,1240.5,1145.9,1243.3,1136,49402.54053701
815,1146,1199.6,1207.6,1145,22565.95852985
816,1199.6,1140.2,1339.9,958.5,109900.7692736
817,1140.2,1177.7,1196.6,1137,26464.25649114
818,1177.3,1231,1238,1166.8,20224.16443682
819,1231,1230.1,1247.3,1206.7,22306.32231906
820,1230,1250.8,1258.8,1218.9,17291.44520016
821,1250.7,1227.1,1263.9,1210.1,26915.97224552
822,1227,1108,1234.4,1085.4,59987.86033108
823,1108,1067.6,1160,1052.7,51062.52950693
824,1067.6,1009.8,1092.9,935.11,86720.6455227298
825,1009.7,1018.7,1059,969.4,34799.53599541
826,1018.8,1078.5,1083,1013.6,22673.12978643
827,1078.5,1060.1,1122.3,1046,35884.59017498
828,1058.5,1031,1083,985.55,36080.82236669
829,1030.9,1004.9,1055,991,22735.27314831
830,1004.7,911.99,1011,888.2,57576.3466317
831,912,978.83,982.67,897.72,30893.77441449
832,977.29,989.21,1006,950.11,33627.56102315
833,988.9,1063.4,1068.9,988.9,32699.76027675
834,1063.7,1055,1064.7,1008.5,29387.17955862
835,1055.2,1026,1055.8,1020,21804.30734594
836,1026.5,1049,1053.5,1024.7,22032.90094968
837,1049,1092.1,1106.9,1035,26436.68729365
838,1091.7,1092.3,1097.7,1070,14476.15620319
839,1092.3,1136.2,1144.5,1092.3,31218.96697558
840,1136.2,1127.7,1165.6,1124,28998.52317571
841,1127.7,1122.6,1146.7,1111.2,16368.6933551
842,1122.7,1175.7,1179.3,1120.3,29666.83160404
843,1175.9,1194.6,1206.4,1169.8,28135.7409109
844,1194.8,1176.1,1209,1171,14976.64359125
845,1176.2,1217.6,1226.9,1174.3,16798.32483614
846,1217.8,1210.1,1229.9,1208,12325.84571148
847,1210.1,1236.4,1244.7,1208.1,10377.44129057
848,1236.2,1234.1,1244.3,1221,12724.31702538
849,1233.6,1193.5,1234.7,1163.3,19234.18068365
850,1193.5,1205.1,1219.2,1185.4,13495.46271689
851,1205.1,1206.7,1215,1190,8182.86585978002
852,1206.7,1213,1217.6,1201.1,4778.36629184001
853,1213,1262.6,1267.2,1202,22288.6862262599
854,1262.7,1264.3,1274.8,1252,11648.79936211
855,1264.3,1309.7,1320,1255,14011.12317338
856,1308,1322.4,1333.1,1290.9,11895.9237328
857,1322.3,1347,1350,1290,11727.06480134
858,1346.9,1353.7,1359,1336,9335.64439712001
859,1354.1,1343.3,1359.6,1325,8616.71975575001
860,1343.3,1374.9,1378.6,1342.4,9064.26982980002
861,1374.9,1412.7,1415.5,1369.8,12358.18313993
862,1412.9,1424.7,1449.7,1400.1,11879.1125865
863,1423.6,1416.5,1430.2,1366,14210.45240838
864,1415.8,1413.5,1439.5,1400.1,7666.91220220002
865,1413.5,1466.6,1470,1400.1,12734.88944897
866,1466.6,1580,1604.6,1466,23403.91439097
867,1580,1571.8,1593,1473,16728.25847966
868,1572,1651.6,1655,1559,19883.11468905
869,1651.6,1588.9,1702,1519,36836.85269246
870,1588.9,1569.4,1600.1,1505,25777.10846416
871,1569.4,1586.8,1610.8,1567.9,13173.83950225
872,1586.7,1663,1687.5,1580,16720.16202078
873,1663,1799.7,1799,1659.9,30581.24782883
874,1799.7,1789.1,1817.4,1711,25397.80078556
875,1788.7,1850.9,1908.1,1752,24051.90725384
876,1850.8,1704,1868.5,1701.2,19266.62922789
877,1704,1782.8,1785.4,1666,18691.87763419
878,1784,1814.1,1852.4,1775.2,13463.13566442
879,1814.5,1774,1830.4,1719,16096.80982629
880,1775.2,1779.8,1795.1,1728,10072.37775562
881,1777.6,1872.8,1894,1766.3,15720.87500356
882,1872.9,1962.5,1980,1861,14129.4828638
883,1962,1988.5,2000,1925,22565.82803245
884,1986.3,2055.7,2074.8,1966.3,21845.7294533599
885,2056.3,2044.4,2099.1,2000.1,20161.90761735
886,2044.3,2103.7,2222.2,1978,55277.22796664
887,2104.7,2311,2311.9,2090,24560.30654437
888,2310.4,2484,2497.7,2265.14820663,30711.26463829
889,2483.3,2306.6,2690,2141.1,54273.70267812
890,2306.7,2048.3,2477,2007,39035.42347333
891,2047.1,2075,2081.2,1810,46893.0185703701
892,2075,2003.7,2194.4,1950,23866.02742166
893,2003.7,2225.8,2249.8,1994.7,16232.32716141
894,2225.8,2089.1,2265,2050.2,24055.48241262
895,2080.77870195,2256.9,2262.8,2000,19188.13949707
896,2254.6,2322.2,2368.2,2205,18503.97090241
897,2322.3,2350,2414,2272.5,13097.52490736
898,2351.7,2443.5,2481.2,2347.6,12598.59865941
899,2444.8,2512.3,2533.8,2416.2,11009.8472969
900,2513.4,2796.3,2886,2480,29225.94574921
901,2795.56062135,2822,2899.7,2676,28824.00812453
902,2823.8,2755.3,2825.6,2527,27226.4032073601
903,2757.3,2781.9,2823,2662.7,11423.55886167
904,2781.8,2800.4,2849.8,2778.3,9445.51932075
905,2800.7262468,2801.4,2890.5,2711.1,17218.29650362
906,2801.7,2849.6,3003,2800.6,21509.67679611
907,2847.5,2674.8,2851.8,2284.4,49122.1756731999
908,2674.8,2642.9,2730,2564.83587473,21270.43850467
909,2642.8,2376.1,2674.1,2103.1,48745.9596693999
910,2376.1,2414.9,2427.1,2046,43556.5133235401
911,2416,2487.2,2489.3,2323,19836.4625254
912,2489.9,2530.7,2640,2450.1,22897.57680483
913,2527.5,2517.4,2577.9,2420,14279.5031152
914,2517.4,2581.6,2620,2480,12462.5582303
915,2583.4,2676,2780,2576,26042.97973066
916,2676,2642.9,2722.6,2554.8,20631.49341247
917,2645,2676.2,2710,2620.08246442,12630.0147736
918,2676.2,2668.7,2726,2651.1,8367.0495915
919,2665,2578.1,2679.3,2431.7,20606.57630606
920,2574.1,2439.7,2585.5,2368.3,21407.28950111
921,2439.9,2340.3,2450,2258.7,37535.15367854
922,2340.6,2481.7,2524,2207.8,31227.2187989701
923,2482.5,2447.1,2566.8,2421.3812876,19672.89428929
924,2441.4,2474.4,2537.8,2432.8,10787.78352134
925,2476,2380,2511.1,2352.2,12426.71273109
926,2380,2360.4,2404.7,2291,14655.05607622
927,2360.4,2543.3,2587.4,2357.7,15701.45556486
928,2544.5,2565.6,2628.6,2508.4,16248.87174278
929,2565.6,2557,2592.9,2477.9,13634.88890771
930,2557.3,2574.5,2619,2546,12145.11725185
931,2574.4,2498.4,2607.1,2455.5,15044.65403147
932,2498.3,2491.8,2524.6,2436.1,13561.6339185
933,2491.3,2531.2,2555.7,2487.9,7268.11285183001
934,2531.2,2388.8,2531.3,2331.7,18504.77161843
935,2388.8,2293.6,2400.3,2182,39632.80532409
936,2293.2,2386.5,2394.4,2190,23594.77698809
937,2386.69734442,2308.2,2400,2293.1,19492.02175351
938,2308.6,2192,2345.6,2154.1,24233.77963366
939,2192,2087.7,2218.9,1975.7,40182.20562927
940,2085.6,1878.6,2103.9,1826.2,50402.8472501
941,1878.3,2119.5,2153,1852,41475.67405858
942,2119.4,2358.9,2369.9,2109.1,43637.62885713
943,2358.9,2253.9,2400,2230.9,38516.39145291
944,2254.1,2645.4,2685,2213.9,63064.05212052
945,2646.4,2637.8,2922,2617.9,78860.3235983801
946,2637.7,2811,2917,2615,36187.5242486399
947,2811.4,2781,2877.5,2655,35591.3778793801
948,2780.9,2776.9,2812,2702.5,23122.54370886
949,2776.9,2470.9,2790.1,2417,48985.60864669
950,2470.9,2470.7,2612,2404,37752.51718572
951,2470.7,2560,2594,2444.4,22871.27784598
952,2560,2735,2820,2541.8,49941.85751897
953,2735.5,2722.2,2809,2662,25453.26782401
954,2722.2,2717.8,2760,2582.9,30418.7548176599
955,2717.7,2864.4,2875.7,2694.4,29495.1934762001
956,2864.5,2757.6,2902.2,2604,45777.1498880701
957,2757.7,2688.6,2758.8,2663,22090.08089763
958,2688,2795.9,2820,2610,18090.7133923
959,2796,2830.6,2876,2762.1,19673.80231228
960,2830.6,3255.7,3339.5,2820.5,48878.6604009501
961,3256.1,3290,3315.5,3155.8,17592.34500059
962,3290,3360.4,3440,3190,23992.03353613
963,3362.5,3439.8,3483.8,3340,32070.7148312
964,3439.8,3368.6,3451.2,3235.1,26652.15457932
965,3368.1,3411.5,3447,3290.1,18198.54269786
966,3411.5,3570,3580,3354,23408.11775549
967,3570,3780.7,3970.1,3564.3,39144.06771954
968,3780.5,4012,4190,3726,49207.2520850199
969,4012.1,4245,4320,3951,34717.08780014
970,4245,4035,4430,3832.5,62466.06061195
971,4035.2,4333.9,4380,3925.1,35837.4215937
972,4331.4,4284,4492.3,4152,40810.8082427799
973,4287.7,4054,4363.9,4003,42269.55443053
974,4054,4088,4187,3907,45994.8620788401
975,4088,4105.1,4199.9,4045.5,24198.03035829
976,4105.2,3999.2,4155.6,3951,29324.58498867
977,3999.2,4093.2,4141.9,3599,60078.2535913601
978,4093.2,4080.5,4255.2,4014.5,28030.48540659
979,4080.5,4226.3,4250,4065.3,19110.34349276
980,4226,4297.5,4464.2,4213,31466.01971056
981,4297.4,4350.1,4372,4240.7,16280.14588389
982,4350.1,4359.6,4406.7,4304.4,11389.21626388
983,4359.3,4333.5,4373,4175,20100.22522944
984,4333.8,4595.8,4643,4325.1,32268.54150949
985,4595.8,4564.9,4648.8,4481,18509.75289383
986,4564.8,4727,4749.9,4541,18287.5820941
987,4727.1,4869.9,4936.9,4660,27399.00783106
988,4869.7,4460,4970,4400.1,53135.9538758699
989,4460.1,4525.8,4699.9,4331,33045.634531
990,4523.3,4271.7,4649.9,4052,58458.1672449099
991,4271.7,4415.8,4448,3900.1,58471.59275235
992,4415.8,4533.8,4633.7,4350.1,40665.1767902599
993,4534,4569.7,4675,4455.1,24570.36987751
994,4570.2,4205.9,4694.9,4130,54375.81919588
995,4205.5,4278.4,4395.2,4105,36964.05568527
996,4282.8,4267.5,4349.9,3974.1,45478.73156226
997,4267.3,4177,4383.2,4123,31852.33209756
998,4176.9,4172.1,4379,4050,38049.9998231
999,4172.1,3899.8,4207,3731.7,70592.12146176
1000,3899.8,3387,3949.9,3258,114777.94666655
1001,3387.8,3724.1,3776.9,2980.4,188704.87850304
1002,3724.3,3681.4,3875,3511.1,78897.5832556499
1003,3681.4,3702.9,3782,3465.1,37962.13438533
1004,3701.1,3993.2,4085,3645.5,54998.2941733
1005,3997,3900,4119,3836.2,50374.3924454201
1006,3901.8,3963.3,4049,3829,31842.8598864799
1007,3963.6,3624,3975,3560,56303.31102583
1008,3624,3610.5,3748,3490,50172.78364912
1009,3611,3764.7,3808.7,3555,28528.81244014
1010,3764.8,3660,3785.7,3615.5,21501.44061343
1011,3660,3930.2,3977,3652,38664.75948276
1012,3932.1,3924.4,3985,3838,22596.48098408
1013,3924.2,4159,4203.2,3860.7,42670.50967312
1014,4163.1,4184.2,4269,4120,41945.7006725299
1015,4185,4183.2,4245,4024.4,39407.3468677001
1016,4185.1,4369,4397,4140,31044.5168654299
1017,4369,4379,4394,4248.6,23584.16263849
1018,4377,4405.1,4482,4355.1,35067.2281011101
1019,4404.6,4286.3,4439.9,4210.1,28462.47666121
1020,4286.1,4217.5,4359.2,4174.3,26846.35321374
1021,4214.3,4351,4364.1,4133,23986.90936131
1022,4350.2,4339,4425.8,4282.2,27383.85353026
1023,4339,4344.1,4393.2,4309,10091.30726533
1024,4344.2,4579,4624,4343,35038.7926672201
1025,4579,4799.9,4879.8,4551,46820.6930033
1026,4800,4836.2,4940,4732,40323.23447668
1027,4836,4807.2,4881.4,4715,34810.060533
1028,4807.1,5293.1,5419.8,4789,75762.3633531401
1029,5296.3,5600,5920,5268.7,100760.38343383
1030,5600,5720,5784.8,5530,35433.44092785
1031,5720.1,5502.1,5877,5450,51354.95557592
1032,5501.9,5712.9,5771,5493,38269.88895796
1033,5713,5587.5,5810,5511,34101.50673501
1034,5587.5,5535,5613,5114,66607.251139
1035,5534.9,5698,5744,5480,40329.6469841701
1036,5697.9,5942.6,6088.4,5603.3,60610.4706753
1037,5942.7,6078.6,6199.9,5862.8,53396.48992079
1038,6078.7,5870.6,6078.7,5705,49065.9037901
1039,5870.8,5878,6055,5621,63878.25729631
1040,5878,5501,5933,5472,67190.25778285
1041,5501,5694,5694.8,5365.3,44598.70577663
1042,5693.6,5817,5966.6,5617.1,43628.37977063
1043,5817,5787.2,6020,5681,41837.3161733
1044,5782.7,5704.7,5864,5632,27152.71333433
1045,5704.4,6221.4,6345,5660,57023.99586818
1046,6220.7,6110.9,6239,6006.2,37785.4162375699
1047,6110.9,6416.9,6450,6082.5,37298.77322746
1048,6417,6593,6619.9,6344.5,53845.9372410399
1049,6593,7040,7350,6585.6,100640.8089357
1050,7040,7140,7448,6917,63177.37304225
1051,7140,7391.6,7530,6930.1,48470.82176435
1052,7393.1,7400,7598,7272,44170.62792927
1053,7397.2,7134.9,7440,6951,62339.4316681601
1054,7135,7069.3,7220,6911,41554.45026904
1055,7067.1,7310.8,7899.9,6977.4,92585.2888475
1056,7310.9,7121,7492.1,7000,53493.46582661
1057,7125.7,6710,7324,6405,87280.7509670999
1058,6710,6396,6789,6163.2,72475.71701211
1059,6395.9,5761.6,6469.6,5400.2,165988.07239939
1060,5764.4,6415.1,6682,5550.7,117872.01521248
1061,6413.9,6587.6,6689.5,6301,50788.47678817
1062,6587.6,7247.4,7319,6511.3,71272.03668535
1063,7247.4,7780.9,8020,7091,80887.0801645
1064,7780.9,7780,8040,7505,80284.3495864799
1065,7779.9,7800,7867.8,7412,41540.49641278
1066,7799.9,8023,8130,7650,39716.98595883
1067,8018.6,8282,8287,7925,36568.14298625
1068,8282,8033.9,8380,7755.6,71223.18582845
1069,8033.9,8242,8310,7968,30915.08535396
1070,8242,8134.9,8278.7,8073.6,29118.73520803
1071,8133.1,8239,8352.1,7871,46155.3706044499
1072,8235.2,8731.9,8755,8131.6,43444.28530568
1073,8730.5,9391.2,9495,8666.1,66905.3908490399
1074,9391.1,9635.3,9771,9231,66233.4305599799
1075,9635.3,9920.1,9999,9580.8,48038.12730481
1076,9918.9,9980,11441,9000,175383.45151304
1077,9979.9,9781,10542,8801,132097.13279753
1078,9782,10764,10950,9370.1,87659.93347048
1079,10763,10973.16808731,11190,10621,50836.5363081699
1080,10974,11000,11874,10161,86569.10246633
1081,11000,11422,11600,10718,68807.3903859199
1082,11423,11657,11961,11369,48688.6420753301
1083,11655,13418,13500,11561,77069.50772738
1084,13448,16343,16476,13139,143836.21417626
1085,16342,15649,17171,13722,127588.22563763
1086,15643,14824,16300,13010,78130.3804816999
1087,14823,14668,15683,12730.63686141,98075.9731852199
1088,14667,16875,17450,14309,86139.8840689999
1089,16874,17181,17579,16210,52878.32762794
1090,17179,16300,17293,15632,62852.76091014
1091,16300,16332,16999,15851,47123.89020543
1092,16334,17548,18111,16292,62965.48001816
1093,17548,19374,19550,17050,47464.6321951399
1094,19374,19361,19891,18622,49466.8134872399
1095,19356.13502411,18768,19360.83511153,18010,55632.08140213
1096,18769,16951,18987,16400,66129.0307368599
1097,16948,16047,17709,15500,82489.84693197
1098,16086,15433,17333,14801,65460.45496915
1099,15432,14193,15842.42999525,10700,173886.2065959
1100,14191.60625498,14505,14999,12521,62097.5913798
1101,14506,13085,14660,11600,74180.97894067
1102,13088,13576,14278,12675,47130.5835189302
1103,13575,15670,16060,13531,63076.9613230499
1104,15670,15283,16494,14454,55375.38877699
1105,15283,13919,15480,13145,72695.6902100401
1106,13933,14374,15131,13826,48318.26629831
1107,14372,12635,14554,11651,74965.32627904
1108,12635,13809,14210,12166,44385.2978610501
1109,13809,13436,13899,12777,29430.47997826
1110,13436,14718,15500,12795,56030.4925305299
1111,14718,14998.8704584,15428.83091885,14500,38207.79123287
1112,14998,15036,15422.15785315,14060,46408.52873695
1113,15036.84945882,17068,17105,14725,54465.48559927
1114,17069,17190,17252,16251,30133.7408821999
1115,17189,16311,17193,15712,30875.28861379
1116,16313,14723,16355,13755,64530.28103995
1117,14724,14256,15355,14122,42794.3914445
1118,14257,14523,14682,13300,57618.41517277
1119,14525,13210,14999,12639,71806.64796516
1120,13210,13722,14100,12751,38083.57458209
1121,13722,14220,14580,13706,29050.78460645
1122,14222,13677,14393,12874.34212454,35524.59297805
1123,13679,13620,14356,13300,32245.45151159
1124,13610,11233,13702,9940,129870.46949923
1125,11233,10966,11497,9231.1,133131.06947153
1126,10965,10938,11904,10515,86407.3532700102
1127,10946,11339,11900,10647,49106.0846498301
1128,11338,12774,13017,11254,46303.8125362601
1129,12775,11405,12784,11015,53471.89827407
1130,11405,10674.43286327,11900,10009,65301.39408645
1131,10674,10879,11427,9900,64414.5866461
